canonicalPrintingId,language,region,canonicalSetId,providerSetIds,collectorNumber,setTotal,providerCardIds,evidenceUsed,exactnessJustification,conflictFlags,auditClassification
pokemon|en|GLOBAL|set:c1f348ff3b77bdf9|RC18|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:bw11,"{""tcgdex"": ""bw11""}",RC18,113,"{""tcgdex"": ""bw11-RC18""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""bw11-RC18"", ""providerSetId"": ""bw11"", ""serieId"": ""bw"", ""serieName"": ""Black & White"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:c1f348ff3b77bdf9|RC19|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:bw11,"{""tcgdex"": ""bw11""}",RC19,113,"{""tcgdex"": ""bw11-RC19""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""bw11-RC19"", ""providerSetId"": ""bw11"", ""serieId"": ""bw"", ""serieName"": ""Black & White"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:c1f348ff3b77bdf9|RC2|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:bw11,"{""tcgdex"": ""bw11""}",RC2,113,"{""tcgdex"": ""bw11-RC2""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""bw11-RC2"", ""providerSetId"": ""bw11"", ""serieId"": ""bw"", ""serieName"": ""Black & White"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:c1f348ff3b77bdf9|RC20|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:bw11,"{""tcgdex"": ""bw11""}",RC20,113,"{""tcgdex"": ""bw11-RC20""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""bw11-RC20"", ""providerSetId"": ""bw11"", ""serieId"": ""bw"", ""serieName"": ""Black & White"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:c1f348ff3b77bdf9|RC21|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:bw11,"{""tcgdex"": ""bw11""}",RC21,113,"{""tcgdex"": ""bw11-RC21""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""bw11-RC21"", ""providerSetId"": ""bw11"", ""serieId"": ""bw"", ""serieName"": ""Black & White"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:c1f348ff3b77bdf9|RC22|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:bw11,"{""tcgdex"": ""bw11""}",RC22,113,"{""tcgdex"": ""bw11-RC22""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""bw11-RC22"", ""providerSetId"": ""bw11"", ""serieId"": ""bw"", ""serieName"": ""Black & White"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:cc57d5c8bb4889b8|1|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:A1,"{""tcgdex"": ""A1""}",001,226,"{""tcgdex"": ""A1-001""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-001"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Pokémon TCG Pocket"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:cc57d5c8bb4889b8|10|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:A1,"{""tcgdex"": ""A1""}",010,226,"{""tcgdex"": ""A1-010""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-010"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Pokémon TCG Pocket"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:cc57d5c8bb4889b8|11|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:A1,"{""tcgdex"": ""A1""}",011,226,"{""tcgdex"": ""A1-011""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-011"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Pokémon TCG Pocket"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:cc57d5c8bb4889b8|12|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:A1,"{""tcgdex"": ""A1""}",012,226,"{""tcgdex"": ""A1-012""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-012"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Pokémon TCG Pocket"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:cc57d5c8bb4889b8|13|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:A1,"{""tcgdex"": ""A1""}",013,226,"{""tcgdex"": ""A1-013""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-013"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Pokémon TCG Pocket"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:cc57d5c8bb4889b8|14|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:A1,"{""tcgdex"": ""A1""}",014,226,"{""tcgdex"": ""A1-014""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-014"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Pokémon TCG Pocket"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:cc57d5c8bb4889b8|15|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:A1,"{""tcgdex"": ""A1""}",015,226,"{""tcgdex"": ""A1-015""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-015"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Pokémon TCG Pocket"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:cc57d5c8bb4889b8|16|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:A1,"{""tcgdex"": ""A1""}",016,226,"{""tcgdex"": ""A1-016""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-016"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Pokémon TCG Pocket"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:cc57d5c8bb4889b8|17|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:A1,"{""tcgdex"": ""A1""}",017,226,"{""tcgdex"": ""A1-017""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-017"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Pokémon TCG Pocket"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:cc57d5c8bb4889b8|18|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:A1,"{""tcgdex"": ""A1""}",018,226,"{""tcgdex"": ""A1-018""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""A1-018"", ""providerSetId"": ""A1"", ""serieId"": ""tcgp"", ""serieName"": ""Pokémon TCG Pocket"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:671196a559f8b72a|1|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mep,"{""tcgdex"": ""mep""}",001,0,"{""tcgdex"": ""mep-001""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-001"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Mega Evolution"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:671196a559f8b72a|10|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mep,"{""tcgdex"": ""mep""}",010,0,"{""tcgdex"": ""mep-010""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-010"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Mega Evolution"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:671196a559f8b72a|11|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mep,"{""tcgdex"": ""mep""}",011,0,"{""tcgdex"": ""mep-011""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-011"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Mega Evolution"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:671196a559f8b72a|12|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mep,"{""tcgdex"": ""mep""}",012,0,"{""tcgdex"": ""mep-012""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-012"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Mega Evolution"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:671196a559f8b72a|13|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mep,"{""tcgdex"": ""mep""}",013,0,"{""tcgdex"": ""mep-013""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-013"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Mega Evolution"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:671196a559f8b72a|14|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mep,"{""tcgdex"": ""mep""}",014,0,"{""tcgdex"": ""mep-014""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-014"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Mega Evolution"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:671196a559f8b72a|15|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mep,"{""tcgdex"": ""mep""}",015,0,"{""tcgdex"": ""mep-015""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-015"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Mega Evolution"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:671196a559f8b72a|16|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mep,"{""tcgdex"": ""mep""}",016,0,"{""tcgdex"": ""mep-016""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-016"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Mega Evolution"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:671196a559f8b72a|17|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mep,"{""tcgdex"": ""mep""}",017,0,"{""tcgdex"": ""mep-017""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-017"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Mega Evolution"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:671196a559f8b72a|18|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:mep,"{""tcgdex"": ""mep""}",018,0,"{""tcgdex"": ""mep-018""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""mep-018"", ""providerSetId"": ""mep"", ""serieId"": ""me"", ""serieName"": ""Mega Evolution"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:6cad1a2d10f23d88|27|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:pl1,"{""tcgdex"": ""pl1""}",27,127,"{""tcgdex"": ""pl1-27""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""pl1-27"", ""providerSetId"": ""pl1"", ""serieId"": ""pl"", ""serieName"": ""Platinum"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:3f9503f7a176392d|231|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:swsh7,"{""tcgdex"": ""swsh7""}",231,203,"{""tcgdex"": ""swsh7-231""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""swsh7-231"", ""providerSetId"": ""swsh7"", ""serieId"": ""swsh"", ""serieName"": ""Sword & Shield"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:88669d193a06df52|35|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:xy1,"{""tcgdex"": ""xy1""}",35,146,"{""tcgdex"": ""xy1-35""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""xy1-35"", ""providerSetId"": ""xy1"", ""serieId"": ""xy"", ""serieName"": ""XY"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:8b73b4255adfc0be|43|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:bw2,"{""tcgdex"": ""bw2""}",43,98,"{""tcgdex"": ""bw2-43""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""bw2-43"", ""providerSetId"": ""bw2"", ""serieId"": ""bw"", ""serieName"": ""Black & White"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:0a6d6e7d9c449e88|30|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:neo4,"{""tcgdex"": ""neo4""}",30,105,"{""tcgdex"": ""neo4-30""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""neo4-30"", ""providerSetId"": ""neo4"", ""serieId"": ""neo"", ""serieName"": ""Neo"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:8b73b4255adfc0be|53|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:bw2,"{""tcgdex"": ""bw2""}",53,98,"{""tcgdex"": ""bw2-53""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""bw2-53"", ""providerSetId"": ""bw2"", ""serieId"": ""bw"", ""serieName"": ""Black & White"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:87a97ed1e7bcdba6|144|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sv04,"{""tcgdex"": ""sv04""}",144,182,"{""tcgdex"": ""sv04-144""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sv04-144"", ""providerSetId"": ""sv04"", ""serieId"": ""sv"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:423f682acfb0bcbe|15|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:gym1,"{""tcgdex"": ""gym1""}",15,132,"{""tcgdex"": ""gym1-15""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""gym1-15"", ""providerSetId"": ""gym1"", ""serieId"": ""gym"", ""serieName"": ""Gym"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:092338c2d03b27c8|19|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sv08,"{""tcgdex"": ""sv08""}",019,191,"{""tcgdex"": ""sv08-019""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sv08-019"", ""providerSetId"": ""sv08"", ""serieId"": ""sv"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:72fabd20f484159e|59|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:swsh6,"{""tcgdex"": ""swsh6""}",59,198,"{""tcgdex"": ""swsh6-59""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""swsh6-59"", ""providerSetId"": ""swsh6"", ""serieId"": ""swsh"", ""serieName"": ""Sword & Shield"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:94cba12b16fda6ab|133|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:swsh4,"{""tcgdex"": ""swsh4""}",133,185,"{""tcgdex"": ""swsh4-133""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""swsh4-133"", ""providerSetId"": ""swsh4"", ""serieId"": ""swsh"", ""serieName"": ""Sword & Shield"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:1cc808c92a93cd9c|42|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:lc,"{""tcgdex"": ""lc""}",42,110,"{""tcgdex"": ""lc-42""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""lc-42"", ""providerSetId"": ""lc"", ""serieId"": ""lc"", ""serieName"": ""Legendary Collection"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:62a30c4297c69389|106|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:sv05,"{""tcgdex"": ""sv05""}",106,162,"{""tcgdex"": ""sv05-106""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""sv05-106"", ""providerSetId"": ""sv05"", ""serieId"": ""sv"", ""serieName"": ""Scarlet & Violet"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
pokemon|en|GLOBAL|set:eb0ddaf5b96f46d5|87|unspecified,en,GLOBAL,pokemon|en|GLOBAL|tcgdex:swsh11,"{""tcgdex"": ""swsh11""}",087,196,"{""tcgdex"": ""swsh11-087""}","[{""provider"": ""tcgdex"", ""providerCardId"": ""swsh11-087"", ""providerSetId"": ""swsh11"", ""serieId"": ""swsh"", ""serieName"": ""Sword & Shield"", ""sourceLanguage"": ""en""}]",Explicit language-scoped provider card/set ID plus canonical set and collector identity; native name is corroborating only.,,exact_catalogue_record
